Timestamp;Humidity;PM10;PM2.5;Temperature
2022-06-08 08:59:30;83.09999847;18.29999924;13.69999981;30.20000076
2022-06-08 09:01:30;84.700000765;17.60000038;13.549999714999998;30
2022-06-08 09:02:30;85.59999847;17.10000038;13.19999981;29.89999962
2022-06-08 09:03:30;86.90000153;18.79999924;13.19999981;29.70000076
2022-06-08 09:04:30;85.84999847;16.85000038;12.400000095;29.70000076
2022-06-08 09:06:30;86.19999695;19.10000038;12.80000019;29.70000076
2022-06-08 09:07:30;85.09999847;17.10000038;12.5;29.70000076
2022-06-08 09:08:30;87.04999924;15.950000285000002;12.5;29.79999924
2022-06-08 09:09:30;85.90000153;17.79999924;11.89999962;29.89999962
2022-06-08 09:10:30;85.55000305;15.75;12.25;29.89999962
2022-06-08 09:11:30;83.599998475;16.650000570000003;11.94999981;29.75
2022-06-08 09:12:30;85.45000076;16.55000019;11.94999981;29.849999429999997
2022-06-08 09:14:30;84.59999847;15.5;11.10000038;29.89999962
2022-06-08 09:16:30;84;15;11.89999962;30.10000038
2022-06-08 09:17:30;82.5;17;15.19999981;30.39999962
2022-06-08 09:18:30;81.400001525;15.10000038;12.19999981;30.25
2022-06-08 09:20:30;83.79999924;15.75;11.39999962;30.39999962
2022-06-08 09:21:30;83.5;14.69999981;11.30000019;30.5
2022-06-08 09:23:30;85.60000228999999;15.05000019;12.39999962;30.60000038
2022-06-08 09:24:30;85.39999771000001;19.599999429999997;13.05000019;30.70000076
2022-06-08 09:25:30;83.150001525;15.35000038;12;30.70000076
2022-06-08 09:26:30;81.5;13.30000019;11.150000095;30.75
2022-06-08 09:27:30;78.05000305;13.349999905;10.94999981;30.75
2022-06-08 09:28:30;78.29999924;13.049999714999998;10.700000285000002;30.60000038
2022-06-08 09:29:30;79;13.599999905;10.64999962;30.55000019
2022-06-08 09:30:30;80.30000305;13.150000095;10.599999905;30.650000570000003
2022-06-08 09:31:30;81.849998475;15.25;11.60000038;30.75
2022-06-08 09:32:30;82.400001525;14.39999962;11.55000019;30.89999962
2022-06-08 09:33:30;79.54999924;14.549999714999998;11.05000019;30.94999981
2022-06-08 09:34:30;79;13.89999962;10.75;30.89999962
2022-06-08 09:35:30;78.950000765;14.5;11.05000019;30.79999924
2022-06-08 09:36:30;80;14.64999962;11.349999905;30.94999981
2022-06-08 09:37:30;79.19999695;14;11;31
2022-06-08 09:38:30;81.45000076;14.849999905;11.44999981;31.10000038
2022-06-08 09:39:30;81.150001525;13.700000285000002;11.39999962;31.10000038
2022-06-08 09:40:30;80.5;15;11.44999981;31.05000019
2022-06-08 09:41:30;77.70000076;13;10.75;30.94999981
2022-06-08 09:42:30;78.60000228999999;13.30000019;10.94999981;30.94999981
2022-06-08 09:43:30;79.10000228999999;14.05000019;10.599999905;31.05000019
2022-06-08 09:44:30;78;13.099999905;10.30000019;31.10000038
2022-06-08 09:45:30;77.05000305;12.19999981;10.450000285000002;31.20000076
2022-06-08 09:46:30;77.950000765;14.44999981;11.25;31.20000076
2022-06-08 09:47:30;77.25;15.05000019;10.900000095;31.05000019
2022-06-08 09:48:30;78.5;13.650000095;11.05000019;31.150000570000003
2022-06-08 09:49:30;79;16.10000038;12.10000038;31.25
2022-06-08 09:50:30;79.40000153;14.549999714999998;11.80000019;31.349999429999997
2022-06-08 09:51:30;78.54999924;15;11.599999905;31.39999962
2022-06-08 09:52:30;77.19999695;13.650000095;11.400000095;31.349999429999997
2022-06-08 09:53:30;78.90000153;14.69999981;11.89999962;31.39999962
2022-06-08 09:54:30;77.85000228999999;14.30000019;11.75;31.44999981
2022-06-08 09:55:30;78.19999695;15.150000095;11.94999981;31.5
2022-06-08 09:56:30;78.75;14.30000019;12.19999981;31.5
2022-06-08 09:57:30;77.700000765;16.349999905;12.44999981;31.5
2022-06-08 09:58:30;77.75;13.75;11.599999905;31.5
2022-06-08 09:59:30;76.39999771000001;12.900000095;11.25;31.60000038
2022-06-08 10:00:30;75.75;14.900000095;13;31.60000038
2022-06-08 10:01:30;75.5;15.200000285000002;12.599999905;31.60000038
2022-06-08 10:02:30;78.89999771000001;16.19999981;12.700000285000002;31.650000570000003
2022-06-08 10:03:30;79.04999924;16.64999962;13.19999981;31.60000038
2022-06-08 10:04:30;74.150001525;17.05000019;13.599999905;31.25
2022-06-08 10:05:30;75.39999771000001;15.349999905;12.549999714999998;31.349999429999997
2022-06-08 10:06:30;75.79999924;16.099999429999997;12.80000019;31.55000019
2022-06-08 10:07:30;75.349998475;16.19999981;12.10000038;31.650000570000003
2022-06-08 10:08:30;76;16.10000038;12.89999962;31.79999924
2022-06-08 10:09:30;78;15.55000019;13;31.89999962
2022-06-08 10:10:30;76.14999771000001;16.400000570000003;12.30000019;32.049999235
2022-06-08 10:11:30;75.900001525;15.94999981;12.94999981;32.09999847
2022-06-08 10:12:30;76.099998475;17.14999962;12.80000019;32.09999847
2022-06-08 10:13:30;75.35000228999999;16.80000019;12.599999905;32.29999924
2022-06-08 10:14:30;73.10000228999999;16.80000019;13.099999905;31.999999045000003
2022-06-08 10:15:30;73.20000076;18.25;13.650000095;31.45000076
2022-06-08 10:16:30;74.80000305;16.60000038;13.19999981;31.10000038
2022-06-08 10:17:30;76.40000153;17.849999429999997;13.25;31.25
2022-06-08 10:18:30;76.599998475;16.400000094999996;13.099999905;31.39999962
2022-06-08 10:19:30;76.40000153;15.85000038;12.94999981;31.5
2022-06-08 10:20:30;75;16.19999981;13.349999905;31.44999981
2022-06-08 10:21:30;77.049999235;16.85000038;13.349999905;31.44999981
2022-06-08 10:22:30;79.849998475;17.14999962;13.55000019;31.5
2022-06-08 10:23:30;81.150001525;16.349999905;13.75;31.44999981
2022-06-08 10:24:30;79.90000153;17.10000038;13.30000019;31.5
2022-06-08 10:25:30;75.349998475;16.249999525;13.099999905;31.650000570000003
2022-06-08 10:26:30;80.14999771000001;18.35000038;13.69999981;31.849999429999997
2022-06-08 10:27:30;81.400001525;17.650000570000003;13.900000095;31.94999981
2022-06-08 10:28:30;77.549999235;16.30000019;13.5;32.049999235
2022-06-08 10:29:30;72.700000765;16.75;13.5;32.09999847
2022-06-08 10:30:30;75.70000076;15.75;13.55000019;32.149999615
2022-06-08 10:31:30;74.950000765;16.60000038;13.25;32.049999235
2022-06-08 10:32:30;74.79999924;15.80000019;12.849999905;32
2022-06-08 10:33:30;73.5;17.349999905000004;13.25;31.89999962
2022-06-08 10:34:30;72.549999235;16.75;13.849999905;31.650000570000003
2022-06-08 10:35:30;74.5;17.80000019;13.599999905;31.70000076
2022-06-08 10:36:30;73.10000228999999;16.35000038;13.44999981;31.79999924
2022-06-08 10:37:30;71.650001525;17.349999429999997;13.599999905;31.60000038
2022-06-08 10:38:30;71.950000765;17.349999429999997;13.400000095;31.55000019
2022-06-08 10:39:30;72.90000153;18.89999962;13.5;31.60000038
2022-06-08 10:40:30;72.5;15.950000285000002;12.5;31.650000570000003
2022-06-08 10:41:30;71.299999235;16.05000019;13.5;31.650000570000003
2022-06-08 10:42:30;71.05000305;17.299999715;13.099999905;31.70000076
2022-06-08 10:43:30;71.349998475;16.400000095;12.849999905;31.75
2022-06-08 10:44:30;74.59999847;16.10000038;12.700000285000002;31.79999924
2022-06-08 10:45:30;72.69999695;15.549999714999998;13.099999905;31.75
2022-06-08 10:46:30;71.89999771000001;16.14999962;13.5;31.89999962
2022-06-08 10:47:30;73;16.650000570000003;14;31.89999962
2022-06-08 10:48:30;76;17;13.700000285000002;31.89999962
2022-06-08 10:49:30;76.14999771000001;17;13.650000095;31.89999962
2022-06-08 10:50:30;76.400001525;17.30000019;13.80000019;31.75
2022-06-08 10:51:30;76.25;15.5;13.5;31.79999924
2022-06-08 10:52:30;76.45000076;16.349999429999997;13.55000019;31.79999924
2022-06-08 10:53:30;74.700000765;16.95000076;13.5;31.75
2022-06-08 10:54:30;74.40000153;16.70000076;14.39999962;31.79999924
2022-06-08 10:55:30;76.150001525;18.85000038;13.80000019;31.75
2022-06-08 10:56:30;77.55000305;17.30000019;14.450000285000002;31.75
2022-06-08 10:57:30;73.900001525;18.14999962;15.400000095;31.70000076
2022-06-08 10:58:30;72.40000153;18.44999981;16.35000038;31.70000076
2022-06-08 10:59:30;73.79999924;18;16;31.70000076
2022-06-08 11:00:30;71.30000305;20.14999962;16.14999962;31.60000038
2022-06-08 11:01:30;70.89999771000001;17.89999962;15.400000095;31.5
2022-06-08 11:02:30;75.5;18.69999981;15.799999714999998;31.650000570000003
2022-06-08 11:03:30;74.849998475;18.94999981;15.900000094999998;31.70000076
2022-06-08 11:04:30;74.900001525;18.400000570000003;15.900000570000001;31.70000076
2022-06-08 11:05:30;74.150001525;19.30000019;16.44999981;31.70000076
2022-06-08 11:06:30;74.40000153;17.599999429999997;15.75;31.79999924
2022-06-08 11:07:30;75.04999924;19.14999962;16.35000038;31.79999924
2022-06-08 11:08:30;76.10000228999999;18.05000019;16.05000019;31.89999962
2022-06-08 11:09:30;76.799999235;19;16.94999981;31.89999962
2022-06-08 11:10:30;77.69999695;18.39999962;16.39999962;32
2022-06-08 11:11:30;72.5;18.75;15.94999981;32.049999235
2022-06-08 11:12:30;71.69999695;18.30000019;16.30000019;32.149999615